campaign_id,platform,campaign_name,start_date,end_date,impressions,clicks,conversions,cost,revenue,conversion_rate,ROI
330,Instagram,sodales sed tincidunt eu felis fusce posuere felis sed lacus,8/18/2022,8/29/2021,58602,7704,485,4516.28,121658.64,0.0629543094,25.937798365
331,LinkedIn,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,8/11/2020,6/11/2022,68454,4898,775,8380.67,133539.69,0.1582278481,14.9342498869
332,LinkedIn,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,8/19/2022,11/9/2022,99925,2269,928,3287.1,17368.6,0.4089907448,4.2838672386
333,Twitter,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,6/2/2020,1/14/2021,21058,3672,741,7508.3,68422.42,0.2017973856,8.1129043858
334,LinkedIn,amet lobortis sapien sapien non mi integer ac neque duis bibendum,1/20/2021,8/31/2022,57201,5667,113,845.22,170370.14,0.0199400035,200.5689879558
335,Twitter,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,10/30/2021,12/18/2020,75167,3269,184,2351.79,153310.9,0.0562863261,64.1890262311
336,LinkedIn,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,3/13/2021,10/14/2022,67213,5057,460,1354.51,172378.37,0.0909630216,126.2625303615
337,Twitter,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,3/18/2020,3/13/2020,74974,8608,249,9501.44,120934.08,0.0289265799,11.727973865
338,Twitter,mauris enim leo rhoncus sed vestibulum sit amet cursus id,1/12/2021,4/15/2021,39477,3714,825,7888.18,87195.99,0.2221324717,10.0540061206
339,Twitter,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,10/3/2020,1/2/2022,415,6097,209,876.69,91360.46,0.0342791537,103.2106788032
340,Facebook,suspendisse potenti cras in purus eu magna vulputate luctus cum,11/24/2021,6/8/2022,68087,5320,334,2266.37,15928.47,0.0627819549,6.028186042
341,Twitter,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,7/26/2021,4/19/2020,96303,6476,702,6864.3,22041.25,0.1084002471,2.2109974797
342,LinkedIn,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,11/30/2021,4/21/2021,41879,9625,927,4052.65,33035.67,0.0963116883,7.1516217783
343,LinkedIn,sit amet cursus id turpis integer aliquet massa id lobortis convallis,4/29/2021,4/13/2022,7631,1540,861,4314.83,177200.71,0.5590909091,40.0678311776
344,Instagram,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,8/6/2021,12/11/2021,42839,2860,107,6120.41,71949.42,0.0374125874,10.7556536245
345,Facebook,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,4/17/2020,3/29/2022,71730,7437,859,4104.3,170733.32,0.1155035633,40.5986453232
346,Facebook,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,9/3/2020,2/21/2022,15271,3565,654,8639.61,50047.84,0.1834502104,4.7928355562
347,LinkedIn,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,10/3/2021,6/8/2022,41377,5754,976,9410.21,99539.98,0.1696211331,9.5778702069
348,Facebook,luctus rutrum nulla tellus in sagittis dui vel nisl duis,3/19/2022,6/5/2022,84926,5980,240,5466.46,102264.98,0.0401337793,17.7077157795
349,Instagram,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,11/21/2020,4/23/2022,73595,5836,67,7126.84,75547.39,0.0114804661,9.6004049481
350,LinkedIn,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,3/16/2021,6/1/2021,57767,9878,822,3025.63,157936.61,0.0832152258,51.1995782696
351,Facebook,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,5/26/2020,11/20/2022,8261,5832,318,8184.63,150689.63,0.054526749,17.4112940964
352,Instagram,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,5/14/2020,5/9/2022,61077,7622,481,7192.74,80664.0,0.0631067961,10.2146414301
353,Facebook,congue risus semper porta volutpat quam pede lobortis ligula sit,9/21/2022,5/17/2021,1222,8663,729,2239.0,27697.46,0.084150987,11.3704600268
354,Instagram,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,1/10/2021,2/18/2021,4727,4406,387,9884.33,31533.59,0.0878347708,2.190260746
355,LinkedIn,nulla ut erat id mauris vulputate elementum nullam varius nulla,8/10/2022,4/30/2022,44694,4191,758,899.17,86631.43,0.1808637557,95.3459968638
356,LinkedIn,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,9/11/2022,11/24/2020,1463,5671,818,2228.68,119653.22,0.144242638,52.68793187
357,Instagram,cursus id turpis integer aliquet massa id lobortis convallis tortor,10/27/2020,1/19/2021,16122,8977,867,7173.73,103947.21,0.0965801493,13.489980805
358,LinkedIn,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,12/25/2022,4/29/2020,5732,1912,333,9156.79,28238.3,0.1741631799,2.0838645421
359,Instagram,justo aliquam quis turpis eget elit sodales scelerisque mauris sit,2/15/2020,8/21/2020,11019,5795,168,7299.95,153545.51,0.0289905091,20.0337755738
360,Facebook,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,7/8/2020,5/13/2020,27275,4057,173,4789.0,109119.9,0.0426423466,21.7855293381
361,Facebook,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,7/28/2022,8/19/2020,86910,159,944,4538.71,155521.86,5.9371069182,33.2656525753
362,LinkedIn,suspendisse potenti in eleifend quam a odio in hac habitasse platea,2/15/2021,5/7/2020,96204,6853,741,7155.16,161566.88,0.1081278272,21.5804705974
363,Instagram,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,10/9/2021,11/10/2020,30015,3716,7,6665.69,119024.23,0.001883746,16.8562504407
364,LinkedIn,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,10/8/2021,10/27/2021,18612,7122,124,3566.8,28444.39,0.0174108397,6.9747644948
365,LinkedIn,semper est quam pharetra magna ac consequat metus sapien ut,6/15/2021,5/2/2020,19422,9450,698,2327.35,53035.81,0.0738624339,21.7880679743
366,Facebook,quam pede lobortis ligula sit amet eleifend pede libero quis orci,9/23/2020,4/25/2021,34540,7529,958,5374.88,4454.82,0.1272413335,-0.1711777751
367,Facebook,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,11/20/2021,2/21/2020,34695,2475,679,825.56,148929.58,0.2743434343,179.3982508842
368,Instagram,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,3/20/2022,3/3/2020,42897,3903,976,2067.94,100916.78,0.2500640533,47.8006325135
369,Twitter,id mauris vulputate elementum nullam varius nulla facilisi cras non,2/23/2022,8/10/2021,2027,5404,682,4972.75,12699.82,0.1262028127,1.5538826605
370,Twitter,mi sit amet lobortis sapien sapien non mi integer ac,8/22/2020,8/26/2021,49878,6732,381,4561.79,11106.09,0.0565953654,1.4345903691
371,Twitter,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,11/29/2022,6/12/2020,52396,8356,907,9811.14,155002.71,0.1085447583,14.7986441943
372,Facebook,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,2/22/2021,12/7/2022,68405,3112,101,4558.15,177676.64,0.0324550129,37.9799896888
373,Facebook,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,10/19/2021,4/9/2022,50669,3051,787,8707.22,45236.26,0.2579482137,4.1952586474
374,Twitter,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,6/21/2022,7/7/2020,24854,7537,471,2077.78,151180.55,0.0624917076,71.7606146945
375,Instagram,nec sem duis aliquam convallis nunc proin at turpis a pede,3/16/2021,12/28/2021,78975,6625,995,1517.54,64246.58,0.1501886792,41.3360043228
376,Instagram,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,5/5/2021,1/25/2022,69549,485,114,1370.74,67354.34,0.2350515464,48.1372105578
377,LinkedIn,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,9/2/2020,3/14/2020,25178,6207,591,7507.52,53069.4,0.0952150797,6.0688323175
378,Instagram,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,1/1/2021,8/29/2020,2064,4168,458,3484.39,112614.08,0.1098848369,31.3195968304
379,Facebook,non velit donec diam neque vestibulum eget vulputate ut ultrices vel,5/24/2020,4/21/2021,459,3296,719,8730.61,130588.01,0.2181432039,13.9574897974
380,LinkedIn,aliquet at feugiat non pretium quis lectus suspendisse potenti in,7/29/2022,6/19/2020,93409,2854,814,8025.66,52276.68,0.2852137351,5.5136923318
381,Facebook,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,2/1/2021,1/7/2021,67646,1201,700,1473.43,115948.07,0.582847627,77.6926219773
382,Twitter,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,10/11/2021,1/20/2022,3973,5543,103,484.4,16961.15,0.0185819953,34.0147605285
383,Twitter,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,6/2/2020,12/31/2020,54871,8811,348,7386.57,21988.91,0.0394960844,1.9768769537
384,Instagram,eleifend donec ut dolor morbi vel lectus in quam fringilla,8/10/2022,11/20/2021,45866,9603,639,6065.14,159593.47,0.0665417057,25.3132376169
385,LinkedIn,lobortis sapien sapien non mi integer ac neque duis bibendum morbi,10/22/2022,1/30/2020,92094,7789,446,5845.53,73264.03,0.0572602388,11.5333425712
386,Instagram,posuere cubilia curae nulla dapibus dolor vel est donec odio justo,3/11/2021,4/23/2020,75610,9201,932,8607.43,179832.93,0.1012933377,19.892755445
387,Twitter,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,8/27/2021,12/28/2021,41310,95,46,7932.7,41998.23,0.4842105263,4.2943171934
388,Instagram,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum,11/23/2020,1/18/2022,14370,3772,419,3197.05,165341.17,0.1110816543,50.7167920427
389,Facebook,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,7/11/2022,10/17/2021,98141,9914,207,6062.92,49190.52,0.0208795643,7.1133381275
390,LinkedIn,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,2/18/2022,12/2/2022,33597,2443,89,7872.93,28442.81,0.0364306181,2.61273503
391,LinkedIn,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,5/21/2022,12/20/2022,72848,1948,574,4126.35,169657.78,0.294661191,40.1157027397
392,Facebook,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,10/19/2020,2/20/2022,55623,316,428,9586.51,161319.78,1.3544303797,15.8277903012
393,LinkedIn,nunc purus phasellus in felis donec semper sapien a libero,5/18/2022,10/25/2021,47411,6679,743,4380.01,98678.48,0.1112441982,21.5292818966
394,Facebook,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,7/2/2020,3/9/2022,24089,1535,945,2252.23,7871.4,0.6156351792,2.49493613
395,LinkedIn,sit amet eleifend pede libero quis orci nullam molestie nibh,9/8/2022,5/27/2020,10253,4576,206,9610.32,18914.21,0.0450174825,0.9681144853
396,LinkedIn,amet justo morbi ut odio cras mi pede malesuada in,3/12/2020,6/16/2022,40958,8388,20,9564.53,126935.77,0.0023843586,12.2715115118
397,Facebook,in faucibus orci luctus et ultrices posuere cubilia curae mauris,8/23/2021,6/15/2020,9104,1063,599,6427.61,83397.17,0.5634995296,11.9748335696
398,Facebook,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,3/4/2020,5/21/2021,9244,70,682,1081.44,40894.96,9.7428571429,36.8152833259
399,Instagram,sed tincidunt eu felis fusce posuere felis sed lacus morbi,2/13/2020,4/13/2022,80716,6903,516,5413.4,91171.02,0.0747501086,15.8417297817
400,Twitter,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,6/17/2020,11/4/2020,71686,7794,155,3783.3,112771.45,0.0198870926,28.8076943409
401,Instagram,leo odio porttitor id consequat in consequat ut nulla sed accumsan,8/19/2020,11/30/2021,39457,8985,211,1168.84,10496.35,0.0234835838,7.9801427056
402,Facebook,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,6/15/2021,3/26/2020,96804,2260,85,6586.91,69887.1,0.0376106195,9.6099977076
403,Twitter,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,6/9/2020,8/12/2021,70625,2807,445,7846.46,27934.04,0.1585322408,2.5600818713
404,Instagram,ligula sit amet eleifend pede libero quis orci nullam molestie,11/12/2022,1/30/2022,72594,4147,798,3312.37,143821.24,0.1924282614,42.4194368383
405,Facebook,erat fermentum justo nec condimentum neque sapien placerat ante nulla,2/5/2021,6/4/2020,61294,2312,966,2074.83,30413.32,0.4178200692,13.6582226014
406,Instagram,id ligula suspendisse ornare consequat lectus in est risus auctor sed,1/14/2022,11/11/2021,78720,8981,954,1088.97,55715.29,0.1062242512,50.1632919181
407,Facebook,tincidunt eget tempus vel pede morbi porttitor lorem id ligula,4/18/2022,11/14/2022,66823,9396,15,3355.0,113610.61,0.001596424,32.8630730253
408,LinkedIn,at velit eu est congue elementum in hac habitasse platea dictumst morbi,9/6/2021,12/10/2020,81804,6033,420,4406.47,151054.78,0.0696171059,33.2802243065
409,LinkedIn,velit id pretium iaculis diam erat fermentum justo nec condimentum,10/2/2020,12/14/2022,70612,5095,349,9589.58,156055.12,0.068498528,15.2734050918
410,LinkedIn,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,7/25/2022,6/7/2022,30216,3395,165,1821.01,62927.41,0.0486008837,33.5563231394
411,Twitter,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,12/19/2020,10/23/2021,27157,9849,543,4690.01,103765.55,0.0551325008,21.1248035718
412,LinkedIn,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,2/18/2020,9/21/2021,11168,296,13,787.86,26294.45,0.0439189189,32.374520854
413,Facebook,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,11/19/2022,9/2/2021,54981,5659,386,5771.32,120918.12,0.0682099311,19.9515535441
414,Twitter,sed accumsan felis ut at dolor quis odio consequat varius integer ac,9/15/2021,6/15/2022,79228,3883,55,739.56,17115.49,0.0141643059,22.142801125
415,Instagram,volutpat erat quisque erat eros viverra eget congue eget semper rutrum,5/8/2022,2/27/2022,73020,5252,348,5062.54,120105.17,0.0662604722,22.7242905735
416,Twitter,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,10/13/2020,10/3/2020,58522,5668,692,4715.13,127560.04,0.1220889203,26.0533452948
417,Instagram,vulputate justo in blandit ultrices enim lorem ipsum dolor sit,7/1/2022,8/26/2021,91692,1795,266,6847.22,8815.37,0.148189415,0.2874378215
418,Twitter,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,3/3/2022,11/17/2021,50815,1852,502,239.94,162666.26,0.2710583153,676.9455697258
419,LinkedIn,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,9/29/2021,1/23/2022,45387,9045,673,2457.75,87474.92,0.074405749,34.5914637372
420,LinkedIn,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,2/23/2022,11/7/2022,62510,9381,934,5569.82,107720.15,0.0995629464,18.3399696938
421,Facebook,ut nunc vestibulum ante ipsum primis in faucibus orci luctus,4/9/2022,12/24/2021,77530,1247,809,7270.15,121382.44,0.6487570168,15.6960021458
422,Instagram,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,12/14/2022,11/3/2021,72730,7776,569,177.92,1104.87,0.0731738683,5.2099258094
423,LinkedIn,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,4/27/2020,7/13/2020,54029,1598,581,2364.99,77734.41,0.3635794743,31.8688112846
424,Instagram,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,6/8/2022,5/7/2020,62724,5668,944,8752.64,27021.3,0.1665490473,2.0872171139
425,Facebook,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,7/28/2020,8/28/2022,85941,8968,816,2271.49,148849.98,0.0909901873,64.5296655499
426,LinkedIn,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,8/28/2020,8/13/2021,94045,4799,105,6676.84,69261.24,0.0218795582,9.3733562583
427,Twitter,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,9/19/2021,7/12/2020,79416,5145,590,7399.06,125422.29,0.1146744412,15.9511113574
428,Facebook,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,3/5/2020,3/26/2020,65504,8803,69,2554.78,75286.63,0.007838237,28.4689288314
429,Twitter,justo eu massa donec dapibus duis at velit eu est congue,4/12/2022,4/30/2021,4062,546,711,8288.89,140847.89,1.3021978022,15.9923705104
430,Instagram,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,4/2/2021,3/6/2022,90011,709,194,4921.74,92538.87,0.2736248237,17.8020639042
431,Instagram,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,7/8/2022,2/15/2020,59477,7740,360,8097.31,115333.76,0.0465116279,13.24346604
432,Instagram,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,1/31/2021,5/21/2022,74554,7714,831,1228.75,81116.8,0.1077262121,65.0157070193
433,Facebook,in lectus pellentesque at nulla suspendisse potenti cras in purus,6/15/2020,11/2/2021,95521,1373,586,6603.43,169217.43,0.426802622,24.6256869536
434,Facebook,pede ac diam cras pellentesque volutpat dui maecenas tristique est,7/30/2022,8/4/2021,83552,4819,821,3229.51,65316.63,0.1703672961,19.2249350521
435,LinkedIn,nam congue risus semper porta volutpat quam pede lobortis ligula sit,9/20/2021,6/19/2021,64777,7601,753,5198.26,2361.4,0.0990659124,-0.5457326105
436,Twitter,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,6/10/2022,12/10/2020,40526,2687,948,6026.16,43694.19,0.3528098251,6.2507517225
437,Facebook,tempus sit amet sem fusce consequat nulla nisl nunc nisl,9/26/2022,1/20/2021,22374,8314,779,1985.02,83805.55,0.0936973779,41.2189952746
438,LinkedIn,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,5/27/2022,11/27/2022,9740,6644,848,1170.97,127662.4,0.1276339554,108.0227759891
439,Instagram,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,2/12/2021,10/5/2022,52908,4386,683,5508.62,40617.25,0.1557227542,6.3733984192
440,Twitter,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,8/11/2022,9/18/2020,1301,1436,363,8733.88,112834.33,0.2527855153,11.9191527706
441,LinkedIn,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,9/4/2021,3/6/2020,37108,3188,778,8852.97,104668.18,0.2440401506,10.8229452941
442,Facebook,donec dapibus duis at velit eu est congue elementum in hac habitasse,10/31/2021,9/29/2021,98894,2092,453,4151.29,9886.64,0.2165391969,1.3815825924
443,LinkedIn,duis bibendum morbi non quam nec dui luctus rutrum nulla,8/15/2021,1/12/2022,9302,4907,442,4909.41,19601.91,0.0900754025,2.9927221397
444,Instagram,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,8/12/2020,9/12/2020,29552,7535,744,2192.36,132262.27,0.098739217,59.3287188236
445,Twitter,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,8/11/2021,9/26/2020,11660,805,703,7794.17,72029.19,0.8732919255,8.2414189067
446,Facebook,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,4/13/2020,9/13/2020,35878,2090,773,4882.44,31034.98,0.3698564593,5.3564488248
447,LinkedIn,sit amet justo morbi ut odio cras mi pede malesuada in,7/18/2020,5/20/2021,1081,2255,318,1027.71,120967.35,0.1410199557,116.7057243775
448,Instagram,felis fusce posuere felis sed lacus morbi sem mauris laoreet,3/10/2020,2/17/2021,98389,5642,963,2485.56,34232.08,0.1706841546,12.7723812742
449,LinkedIn,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,3/1/2020,5/2/2020,70594,6576,858,324.88,6092.88,0.1304744526,17.7542477222
450,LinkedIn,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,6/27/2022,11/9/2020,84407,2420,365,4003.79,53597.21,0.1508264463,12.3866186788
451,LinkedIn,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,3/19/2021,9/23/2020,11385,1202,233,2795.13,111174.41,0.193843594,38.7743253444
452,Facebook,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,3/29/2021,7/10/2022,11203,2524,14,628.53,167640.29,0.0055467512,265.7180405072
453,LinkedIn,morbi a ipsum integer a nibh in quis justo maecenas,3/28/2021,9/30/2020,69552,892,513,5009.03,88338.66,0.5751121076,16.6358815978
454,Facebook,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,6/11/2021,12/25/2020,58574,1223,297,3078.78,4434.71,0.242845462,0.4404114617
455,Twitter,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,11/21/2021,8/4/2021,52602,5428,322,7304.5,62918.58,0.0593220339,7.6136737627
456,Instagram,in porttitor pede justo eu massa donec dapibus duis at velit,7/10/2020,9/25/2022,90342,2193,349,5399.38,59970.21,0.1591427269,10.1068696776
457,Twitter,ante vestibulum ante ipsum primis in faucibus orci luctus et,11/7/2022,7/21/2021,40621,8574,765,9770.12,26454.25,0.089223233,1.7076688925
458,LinkedIn,tempus vivamus in felis eu sapien cursus vestibulum proin eu,7/3/2021,2/21/2020,62737,6228,31,8465.7,9513.68,0.0049775209,0.123791299
459,Twitter,tellus in sagittis dui vel nisl duis ac nibh fusce lacus,2/4/2020,7/24/2020,31420,5470,19,4683.85,52130.47,0.0034734918,10.1298333636
460,Instagram,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,4/29/2021,12/14/2020,22236,1995,464,2634.49,135173.82,0.2325814536,50.3092932598
461,Instagram,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,12/21/2022,5/10/2022,85282,2825,538,2228.58,148840.28,0.1904424779,65.7870482549
462,Facebook,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,7/22/2022,11/1/2021,64740,1939,634,1661.44,9350.38,0.3269726663,4.6278770223
463,LinkedIn,velit eu est congue elementum in hac habitasse platea dictumst,3/22/2020,9/6/2021,14256,1462,69,5531.69,59597.54,0.0471956224,9.7738394596
464,Facebook,tincidunt eu felis fusce posuere felis sed lacus morbi sem,7/20/2021,9/13/2022,69419,8634,446,2975.46,175589.51,0.0516562428,58.0125594026
465,LinkedIn,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,7/4/2021,10/30/2021,64751,3886,77,1478.57,33992.44,0.0198147195,21.9900782513
466,Instagram,quam a odio in hac habitasse platea dictumst maecenas ut,7/13/2022,1/28/2022,24567,3309,925,5471.27,167288.18,0.2795406467,29.5757493233
467,Instagram,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,8/10/2020,6/2/2021,84527,8810,218,8502.69,105015.04,0.0247446084,11.3508019227
468,Twitter,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,2/10/2020,5/25/2020,77288,8990,556,7738.83,8869.45,0.0618464961,0.1460970198
469,Instagram,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,2/2/2020,12/19/2022,41047,2012,320,3972.45,72523.05,0.1590457256,17.2565041725
470,Twitter,lobortis ligula sit amet eleifend pede libero quis orci nullam,4/6/2020,10/3/2022,20142,5426,219,8768.75,152470.87,0.0403612237,16.3879823236
471,Facebook,tempus vivamus in felis eu sapien cursus vestibulum proin eu,9/15/2022,12/5/2020,75054,6826,236,9754.31,38239.37,0.0345736888,2.9202537135
472,LinkedIn,erat vestibulum sed magna at nunc commodo placerat praesent blandit,11/15/2021,7/17/2022,16765,1375,668,3099.64,84598.38,0.4858181818,26.2929695061
473,Twitter,phasellus sit amet erat nulla tempus vivamus in felis eu sapien,1/29/2022,12/4/2021,95982,3688,953,1236.59,126688.18,0.2584056399,101.4496235616
474,Facebook,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,6/5/2021,3/26/2022,27574,6924,26,153.0,51041.54,0.0037550549,332.6048366013
475,Facebook,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,11/15/2020,7/5/2021,31429,64,716,3690.89,107978.63,11.1875,28.2554451636
476,Instagram,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,3/9/2020,6/8/2021,22017,5455,677,4786.19,27493.03,0.1241063245,4.7442412441
477,Instagram,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,9/28/2021,2/2/2021,69106,4702,901,9302.34,131735.72,0.191620587,13.1615679496
478,Twitter,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,10/19/2021,9/7/2021,76299,1143,932,7519.73,8411.78,0.8153980752,0.1186279295
479,Instagram,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,11/30/2022,4/23/2020,83263,4789,499,7692.99,107992.31,0.1041971184,13.0377551511
480,Facebook,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,2/11/2020,5/16/2020,66643,8145,816,9947.73,144551.23,0.1001841621,13.5310769392
481,Facebook,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,4/25/2020,9/11/2022,80340,2907,724,6729.92,36943.32,0.2490540076,4.4894144358
482,Twitter,augue aliquam erat volutpat in congue etiam justo etiam pretium,1/19/2021,4/10/2022,68902,5955,277,2805.7,174771.42,0.0465155332,61.2915564743
483,Twitter,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,4/3/2020,1/3/2020,33785,6382,906,8194.72,122872.66,0.1419617675,13.9941254857
484,LinkedIn,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,10/7/2022,4/26/2020,19938,7895,876,4050.89,27516.36,0.1109563015,5.7926702527
485,Twitter,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,2/19/2021,8/28/2022,70244,1566,776,599.77,61672.77,0.4955300128,101.8273671574
486,Instagram,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,9/4/2022,9/18/2021,41724,5758,707,2512.59,154200.4,0.1227856895,60.3710951648
487,LinkedIn,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,7/10/2022,9/25/2022,80910,8972,875,8830.33,57234.44,0.0975256353,5.4815743013
488,Facebook,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,4/6/2022,11/18/2022,87850,7749,490,5367.15,168791.78,0.0632339657,30.449052104
489,Twitter,quam nec dui luctus rutrum nulla tellus in sagittis dui vel,11/23/2020,4/26/2020,65949,9216,320,3572.04,6563.93,0.0347222222,0.8375858053
490,Instagram,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,5/4/2021,3/23/2020,90231,8341,13,8778.98,101740.59,0.0015585661,10.5891128582
491,Instagram,tristique fusce congue diam id ornare imperdiet sapien urna pretium,2/16/2022,7/26/2020,60038,7459,970,4005.09,123761.44,0.1300442419,29.9010384286
492,Facebook,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,6/6/2021,10/12/2022,21696,4394,241,5506.37,104088.9,0.0548475193,17.9033610164
493,Twitter,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,3/5/2020,7/12/2022,45791,6326,46,1547.33,68258.82,0.0072715776,43.1139382032
494,Facebook,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,5/31/2021,4/14/2020,79872,3426,728,3131.73,1325.52,0.2124927029,-0.5767451217
495,Instagram,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,9/21/2020,4/18/2021,32862,3262,196,273.11,173531.84,0.0600858369,634.3917469152
